"ID";"Periods";"TotalSupply_1";"IndigenousProduction_2";"ProductionFromOtherSources_3";"ImportsOfGaseousNaturalGasTotal_4";"ImportsViaNorway_5";"ImportsViaGermany_6";"ImportsViaBelgium_7";"ImportsViaUnitedKingdom_8";"ImportsViaDenmark_9";"ImportsOfLiquefiedNaturalGasLng_10";"ExportsOfGaseousNaturalGasTotal_11";"ExportsToNorway_12";"ExportsToGermany_13";"ExportsToBelgium_14";"ExportsToUnitedKingdom_15";"ExportsToDenmark_16";"ExportsOfLiquefiedNaturalGasLng_17";"Bunkers_18";"StockChange_19";"TotalConsumption_20";"TotalViaTheMainGrid_21";"ElectricityPowerPlants_22";"OtherConsumers_23";"ViaRegionalGrids_24";"ConsumptionByProductionAndTransport_25";"ClosingStock_26";"ClosingStockGaseousGas_27";"ClosingStockLiquefiedNaturalGas_28";"Flaring_29";"StorageCapacityTotal_30";"StorageCapacityGaseousGas_31";"StorageCapacityLiquefiedNaturalGas_32"
"320";"1998MM10";"    4132";"    6811";"       1";"     592";"";"";"";"";"";"";"    3266";"";"";"";"";"";"";"       .";"      -6";"    4132";"    1908";"     620";"    1288";"    2119";"     105";"       .";"";"";"       8";"";"";""
"321";"1998MM11";"    5379";"   10000";"       1";"     614";"";"";"";"";"";"";"    5247";"";"";"";"";"";"";"       .";"      11";"    5379";"    2032";"     694";"    1338";"    3236";"     111";"       .";"";"";"      12";"";"";""
"322";"1998MM12";"    5612";"   10126";"       1";"     631";"";"";"";"";"";"";"    5159";"";"";"";"";"";"";"       .";"      13";"    5612";"    2050";"     721";"    1329";"    3457";"     105";"       .";"";"";"      10";"";"";""
"323";"1998KW04";"   15123";"   26937";"       3";"    1837";"";"";"";"";"";"";"   13672";"";"";"";"";"";"";"       .";"      18";"   15123";"    5990";"    2035";"    3955";"    8812";"     321";"       .";"";"";"      30";"";"";""
"324";"1998JJ00";"   47001";"   76979";"      12";"    6831";"";"";"";"";"";"";"   36841";"";"";"";"";"";"";"       .";"      20";"   47001";"   21909";"    7112";"   14797";"   24018";"    1074";"       .";"";"";"     126";"";"";""
"325";"1999MM01";"    5282";"    9205";"       2";"     789";"";"";"";"";"";"";"    4730";"";"";"";"";"";"";"       .";"      16";"    5282";"    1836";"     584";"    1252";"    3347";"      99";"       .";"";"";"      11";"";"";""
"326";"1999MM02";"    5262";"    8966";"       2";"     760";"";"";"";"";"";"";"    4467";"";"";"";"";"";"";"       .";"       1";"    5262";"    1771";"     548";"    1223";"    3404";"      87";"       .";"";"";"      12";"";"";""
"327";"1999MM03";"    4669";"    7786";"       2";"     830";"";"";"";"";"";"";"    3952";"";"";"";"";"";"";"       .";"       3";"    4669";"    1886";"     574";"    1312";"    2690";"      93";"       .";"";"";"      10";"";"";""
"328";"1999KW01";"   15213";"   25957";"       6";"    2379";"";"";"";"";"";"";"   13149";"";"";"";"";"";"";"       .";"      20";"   15213";"    5493";"    1706";"    3787";"    9441";"     279";"       .";"";"";"      33";"";"";""
"329";"1999MM04";"    3515";"    5690";"       2";"     740";"";"";"";"";"";"";"    2923";"";"";"";"";"";"";"       .";"       6";"    3515";"    1627";"     457";"    1170";"    1809";"      79";"       .";"";"";"       7";"";"";""
"330";"1999MM05";"    2833";"    3739";"       2";"     972";"";"";"";"";"";"";"    1877";"";"";"";"";"";"";"       .";"      -3";"    2833";"    1710";"     445";"    1265";"    1051";"      72";"       .";"";"";"      11";"";"";""
"331";"1999MM06";"    2715";"    3715";"       2";"     861";"";"";"";"";"";"";"    1863";"";"";"";"";"";"";"       .";"       0";"    2715";"    1785";"     509";"    1276";"     858";"      72";"       .";"";"";"      10";"";"";""
"332";"1999KW02";"    9063";"   13144";"       6";"    2573";"";"";"";"";"";"";"    6663";"";"";"";"";"";"";"       .";"       3";"    9063";"    5122";"    1411";"    3711";"    3718";"     223";"       .";"";"";"      28";"";"";""
"333";"1999MM07";"    2574";"    3251";"       2";"    1027";"";"";"";"";"";"";"    1707";"";"";"";"";"";"";"       .";"       1";"    2574";"    1830";"     553";"    1277";"     684";"      60";"       .";"";"";"       9";"";"";""
"334";"1999MM08";"    2423";"    3313";"       2";"     728";"";"";"";"";"";"";"    1619";"";"";"";"";"";"";"       .";"      -1";"    2423";"    1620";"     498";"    1122";"     736";"      67";"       .";"";"";"       8";"";"";""
"335";"1999MM09";"    2598";"    3356";"       2";"     754";"";"";"";"";"";"";"    1520";"";"";"";"";"";"";"       .";"       6";"    2598";"    1758";"     524";"    1234";"     779";"      61";"       .";"";"";"      10";"";"";""
"336";"1999KW03";"    7595";"    9920";"       6";"    2509";"";"";"";"";"";"";"    4846";"";"";"";"";"";"";"       .";"       6";"    7595";"    5208";"    1575";"    3633";"    2199";"     188";"       .";"";"";"      27";"";"";""
"337";"1999MM10";"    3782";"    5242";"       2";"     987";"";"";"";"";"";"";"    2442";"";"";"";"";"";"";"       .";"      -7";"    3782";"    1841";"     503";"    1338";"    1872";"      69";"       .";"";"";"       7";"";"";""
"338";"1999MM11";"    4619";"    7633";"       2";"     891";"";"";"";"";"";"";"    3906";"";"";"";"";"";"";"       .";"      -1";"    4619";"    1826";"     577";"    1249";"    2704";"      89";"       .";"";"";"      13";"";"";""
"339";"1999MM12";"    5495";"    9686";"       2";"     914";"";"";"";"";"";"";"    5096";"";"";"";"";"";"";"       .";"     -11";"    5495";"    1911";"     584";"    1327";"    3475";"     109";"       .";"";"";"      12";"";"";""
"340";"1999KW04";"   13896";"   22561";"       6";"    2792";"";"";"";"";"";"";"   11444";"";"";"";"";"";"";"       .";"     -19";"   13896";"    5578";"    1664";"    3914";"    8051";"     267";"       .";"";"";"      32";"";"";""
"341";"1999JJ00";"   45767";"   71582";"      24";"   10253";"";"";"";"";"";"";"   36102";"";"";"";"";"";"";"       .";"      10";"   45767";"   21401";"    6356";"   15045";"   23409";"     957";"       .";"";"";"     120";"";"";""
"342";"2000MM01";"    5567";"    9687";"       2";"    1259";"";"";"";"";"";"";"    5402";"";"";"";"";"";"";"       .";"      21";"    5567";"    1862";"     594";"    1268";"    3600";"     105";"       .";"";"";"      12";"";"";""
"343";"2000MM02";"    4903";"    8433";"       2";"    1230";"";"";"";"";"";"";"    4780";"";"";"";"";"";"";"       .";"      18";"    4903";"    1865";"     570";"    1295";"    2935";"     103";"       .";"";"";"      10";"";"";""
"344";"2000MM03";"    4693";"    8049";"       2";"    1335";"";"";"";"";"";"";"    4712";"";"";"";"";"";"";"       .";"      19";"    4693";"    1870";"     560";"    1310";"    2733";"      90";"       .";"";"";"      10";"";"";""
"345";"2000KW01";"   15163";"   26169";"       6";"    3824";"";"";"";"";"";"";"   14894";"";"";"";"";"";"";"       .";"      58";"   15163";"    5597";"    1724";"    3873";"    9268";"     298";"       .";"";"";"      32";"";"";""
"346";"2000MM04";"    3549";"    5526";"       2";"    1326";"";"";"";"";"";"";"    3180";"";"";"";"";"";"";"       .";"    -125";"    3549";"    1670";"     490";"    1180";"    1802";"      77";"       .";"";"";"      10";"";"";""
"347";"2000MM05";"    2913";"    4260";"       2";"    1346";"";"";"";"";"";"";"    2561";"";"";"";"";"";"";"       .";"    -134";"    2913";"    1801";"     529";"    1272";"    1042";"      70";"       .";"";"";"      10";"";"";""
"348";"2000MM06";"    2726";"    3599";"       2";"    1236";"";"";"";"";"";"";"    1976";"";"";"";"";"";"";"       .";"    -135";"    2726";"    1822";"     484";"    1338";"     842";"      62";"       .";"";"";"      10";"";"";""
"349";"2000KW02";"    9188";"   13385";"       6";"    3908";"";"";"";"";"";"";"    7717";"";"";"";"";"";"";"       .";"    -394";"    9188";"    5293";"    1503";"    3790";"    3686";"     209";"       .";"";"";"      30";"";"";""
"350";"2000MM07";"    2627";"    3724";"       2";"    1203";"";"";"";"";"";"";"    2160";"";"";"";"";"";"";"       .";"    -142";"    2627";"    1707";"     445";"    1262";"     858";"      62";"       .";"";"";"      11";"";"";""
"351";"2000MM08";"    2425";"    2931";"       2";"    1356";"";"";"";"";"";"";"    1728";"";"";"";"";"";"";"       .";"    -136";"    2425";"    1674";"     438";"    1236";"     692";"      59";"       .";"";"";"      10";"";"";""
"352";"2000MM09";"    2633";"    3077";"       2";"    1348";"";"";"";"";"";"";"    1656";"";"";"";"";"";"";"       .";"    -138";"    2633";"    1726";"     473";"    1253";"     854";"      53";"       .";"";"";"       9";"";"";""
"353";"2000KW03";"    7685";"    9732";"       6";"    3907";"";"";"";"";"";"";"    5544";"";"";"";"";"";"";"       .";"    -416";"    7685";"    5107";"    1356";"    3751";"    2404";"     174";"       .";"";"";"      30";"";"";""
"354";"2000MM10";"    3784";"    4980";"       2";"    1387";"";"";"";"";"";"";"    2571";"";"";"";"";"";"";"       .";"     -14";"    3784";"    1866";"     487";"    1379";"    1852";"      66";"       .";"";"";"      12";"";"";""
"355";"2000MM11";"    4734";"    7158";"       2";"    1587";"";"";"";"";"";"";"    4008";"";"";"";"";"";"";"       .";"      -5";"    4734";"    1976";"     547";"    1429";"    2682";"      76";"       .";"";"";"      13";"";"";""
"356";"2000MM12";"    5689";"    8372";"       2";"    1887";"";"";"";"";"";"";"    4595";"";"";"";"";"";"";"       .";"      23";"    5689";"    2165";"     625";"    1540";"    3452";"      72";"       .";"";"";"      11";"";"";""
"357";"2000KW04";"   14207";"   20510";"       6";"    4861";"";"";"";"";"";"";"   11174";"";"";"";"";"";"";"       .";"       4";"   14207";"    6007";"    1659";"    4348";"    7986";"     214";"       .";"";"";"      36";"";"";""
"358";"2000JJ00";"   46243";"   69796";"      24";"   16500";"";"";"";"";"";"";"   39329";"";"";"";"";"";"";"       .";"    -748";"   46243";"   22004";"    6242";"   15762";"   23344";"     895";"       .";"";"";"     128";"";"";""
"359";"2001MM01";"    5898";"    9968";"       1";"    1660";"";"";"";"";"";"";"    6002";"";"";"";"";"";"";"       .";"     271";"    5898";"    1934";"     650";"    1284";"    3880";"      84";"       .";"";"";"      12";"";"";""
"360";"2001MM02";"    5110";"    7689";"       1";"    1557";"";"";"";"";"";"";"    4407";"";"";"";"";"";"";"       .";"     270";"    5110";"    2004";"     540";"    1464";"    3025";"      81";"       .";"";"";"      10";"";"";""
"361";"2001MM03";"    5191";"    8010";"       1";"    1720";"";"";"";"";"";"";"    4815";"";"";"";"";"";"";"       .";"     275";"    5191";"    1926";"     622";"    1304";"    3186";"      79";"       .";"";"";"      10";"";"";""
"362";"2001KW01";"   16199";"   25667";"       3";"    4937";"";"";"";"";"";"";"   15224";"";"";"";"";"";"";"       .";"     816";"   16199";"    5864";"    1812";"    4052";"   10091";"     244";"       .";"";"";"      32";"";"";""
"363";"2001MM04";"    3867";"    6722";"       1";"    1696";"";"";"";"";"";"";"    4460";"";"";"";"";"";"";"       .";"     -92";"    3867";"    1599";"     514";"    1085";"    2201";"      67";"       .";"";"";"      10";"";"";""
"364";"2001MM05";"    3095";"    4740";"       1";"    1700";"";"";"";"";"";"";"    3244";"";"";"";"";"";"";"       .";"    -102";"    3095";"    1682";"     585";"    1097";"    1351";"      62";"       .";"";"";"      10";"";"";""
"365";"2001MM06";"    2242";"    3521";"       1";"    1470";"";"";"";"";"";"";"    2649";"";"";"";"";"";"";"       .";"    -101";"    2242";"    1623";"     531";"    1092";"     561";"      58";"       .";"";"";"      10";"";"";""
"366";"2001KW02";"    9204";"   14983";"       3";"    4866";"";"";"";"";"";"";"   10353";"";"";"";"";"";"";"       .";"    -295";"    9204";"    4904";"    1630";"    3274";"    4113";"     187";"       .";"";"";"      30";"";"";""
"367";"2001MM07";"    2378";"    3175";"       1";"    1744";"";"";"";"";"";"";"    2432";"";"";"";"";"";"";"       .";"    -110";"    2378";"    1670";"     542";"    1128";"     651";"      57";"       .";"";"";"       9";"";"";""
"368";"2001MM08";"    2785";"    3482";"       1";"    1734";"";"";"";"";"";"";"    2317";"";"";"";"";"";"";"       .";"    -115";"    2785";"    2099";"     607";"    1492";"     631";"      55";"       .";"";"";"      10";"";"";""
"369";"2001MM09";"    2959";"    4233";"       1";"    1447";"";"";"";"";"";"";"    2600";"";"";"";"";"";"";"       .";"    -122";"    2959";"    1826";"     645";"    1181";"    1081";"      52";"       .";"";"";"       9";"";"";""
"370";"2001KW03";"    8122";"   10890";"       3";"    4925";"";"";"";"";"";"";"    7349";"";"";"";"";"";"";"       .";"    -347";"    8122";"    5595";"    1794";"    3801";"    2363";"     164";"       .";"";"";"      28";"";"";""
"371";"2001MM10";"    3359";"    4530";"       1";"    1897";"";"";"";"";"";"";"    3217";"";"";"";"";"";"";"       .";"     148";"    3359";"    2175";"     667";"    1508";"    1110";"      74";"       .";"";"";"      34";"";"";""
"372";"2001MM11";"    4705";"    7736";"       1";"    1816";"";"";"";"";"";"";"    4987";"";"";"";"";"";"";"       .";"     139";"    4705";"    2241";"     753";"    1488";"    2384";"      80";"       .";"";"";"      37";"";"";""
"373";"2001MM12";"    5873";"    9725";"       1";"    1826";"";"";"";"";"";"";"    5820";"";"";"";"";"";"";"       .";"     141";"    5873";"    1996";"     788";"    1208";"    3797";"      80";"       .";"";"";"      37";"";"";""
"374";"2001KW04";"   13937";"   21991";"       3";"    5539";"";"";"";"";"";"";"   14024";"";"";"";"";"";"";"       .";"     428";"   13937";"    6412";"    2208";"    4204";"    7291";"     234";"       .";"";"";"     108";"";"";""
"375";"2001JJ00";"   47462";"   73531";"      12";"   20267";"";"";"";"";"";"";"   46950";"";"";"";"";"";"";"       .";"     602";"   47462";"   22775";"    7444";"   15331";"   23858";"     829";"       .";"";"";"     198";"";"";""
"376";"2002MM01";"    5892";"    9687";"       1";"    1942";"";"";"";"";"";"";"    5901";"";"";"";"";"";"";"       .";"     163";"    5892";"    2086";"     769";"    1317";"    3732";"      74";"       .";"";"";"      10";"";"";""
"377";"2002MM02";"    4956";"    7393";"       1";"    2062";"";"";"";"";"";"";"    4649";"";"";"";"";"";"";"       .";"     149";"    4956";"    2088";"     659";"    1429";"    2801";"      67";"       .";"";"";"       7";"";"";""
"378";"2002MM03";"    4747";"    7074";"       1";"    1968";"";"";"";"";"";"";"    4449";"";"";"";"";"";"";"       .";"     153";"    4747";"    2024";"     643";"    1381";"    2648";"      75";"       .";"";"";"       5";"";"";""
"379";"2002KW01";"   15595";"   24154";"       3";"    5972";"";"";"";"";"";"";"   14999";"";"";"";"";"";"";"       .";"     465";"   15595";"    6198";"    2071";"    4127";"    9181";"     216";"       .";"";"";"      22";"";"";""
"380";"2002MM04";"    3905";"    5772";"       1";"    2330";"";"";"";"";"";"";"    3999";"";"";"";"";"";"";"       .";"    -199";"    3905";"    1848";"     593";"    1255";"    1991";"      66";"       .";"";"";"       5";"";"";""
"381";"2002MM05";"    3128";"    4562";"       1";"    2194";"";"";"";"";"";"";"    3433";"";"";"";"";"";"";"       .";"    -196";"    3128";"    1804";"     618";"    1186";"    1271";"      53";"       .";"";"";"       3";"";"";""
"382";"2002MM06";"    2857";"    3946";"       1";"    1978";"";"";"";"";"";"";"    2877";"";"";"";"";"";"";"       .";"    -191";"    2857";"    2006";"     662";"    1344";"     791";"      60";"       .";"";"";"       4";"";"";""
"383";"2002KW02";"    9890";"   14280";"       3";"    6502";"";"";"";"";"";"";"   10309";"";"";"";"";"";"";"       .";"    -586";"    9890";"    5658";"    1873";"    3785";"    4053";"     179";"       .";"";"";"      12";"";"";""
"384";"2002MM07";"    2565";"    3926";"       1";"    1794";"";"";"";"";"";"";"    2963";"";"";"";"";"";"";"       .";"    -193";"    2565";"    1767";"     558";"    1209";"     741";"      57";"       .";"";"";"       4";"";"";""
"385";"2002MM08";"    2538";"    3172";"       1";"    2053";"";"";"";"";"";"";"    2486";"";"";"";"";"";"";"       .";"    -202";"    2538";"    1842";"     614";"    1228";"     651";"      45";"       .";"";"";"       3";"";"";""
"386";"2002MM09";"    2891";"    4496";"       1";"    1919";"";"";"";"";"";"";"    3331";"";"";"";"";"";"";"       .";"    -194";"    2891";"    1990";"     663";"    1327";"     841";"      60";"       .";"";"";"       4";"";"";""
"387";"2002KW03";"    7994";"   11594";"       3";"    5766";"";"";"";"";"";"";"    8780";"";"";"";"";"";"";"       .";"    -589";"    7994";"    5599";"    1835";"    3764";"    2233";"     162";"       .";"";"";"      11";"";"";""
"388";"2002MM10";"    4211";"    6435";"       1";"    2433";"";"";"";"";"";"";"    4720";"";"";"";"";"";"";"       .";"      62";"    4211";"    2120";"     797";"    1323";"    2021";"      70";"       .";"";"";"       6";"";"";""
"389";"2002MM11";"    4527";"    6947";"       1";"    2290";"";"";"";"";"";"";"    4785";"";"";"";"";"";"";"       .";"      74";"    4527";"    2065";"     699";"    1366";"    2401";"      61";"       .";"";"";"       4";"";"";""
"390";"2002MM12";"    5140";"    8841";"       1";"    2400";"";"";"";"";"";"";"    6173";"";"";"";"";"";"";"       .";"      71";"    5140";"    2244";"     698";"    1546";"    2831";"      65";"       .";"";"";"       5";"";"";""
"391";"2002KW04";"   13878";"   22223";"       3";"    7123";"";"";"";"";"";"";"   15678";"";"";"";"";"";"";"       .";"     207";"   13878";"    6429";"    2194";"    4235";"    7253";"     196";"       .";"";"";"      15";"";"";""
"392";"2002JJ00";"   47357";"   72251";"      12";"   25363";"";"";"";"";"";"";"   49766";"";"";"";"";"";"";"       .";"    -503";"   47357";"   23884";"    7973";"   15911";"   22720";"     753";"       .";"";"";"      60";"";"";""
